song,category,wiki_url,youtube_url
"Hitahavti Bach Hapoel Mimisman","קטגוריה:Hapoel Songs in Foreign Languages","https://wiki.red-fans.com/index.php?title=Hitahavti_Bach_Hapoel_Mimisman","https://www.youtube.com/watch?v=8G8Gtj8vqj8"
"Hitahavti Bach Hapoel Mimisman","קטגוריה:Hapoel Songs in Foreign Languages","https://wiki.red-fans.com/index.php?title=Hitahavti_Bach_Hapoel_Mimisman","https://www.youtube.com/watch?v=ID0ry7-L6Nc"
"Ksche At Ola La Migrasch","קטגוריה:Hapoel Songs in Foreign Languages","https://wiki.red-fans.com/index.php?title=Ksche_At_Ola_La_Migrasch","https://www.youtube.com/watch?v=QcDTFujnR5k"
"Ksche At Ola La Migrasch","קטגוריה:Hapoel Songs in Foreign Languages","https://wiki.red-fans.com/index.php?title=Ksche_At_Ola_La_Migrasch","https://www.youtube.com/watch?v=58lN67LfJpw"
"Ksche At Ola La Migrasch","קטגוריה:Hapoel Songs in Foreign Languages","https://wiki.red-fans.com/index.php?title=Ksche_At_Ola_La_Migrasch","https://www.youtube.com/watch?v=fQjXkNKCgjM"
"Ksche At Ola La Migrasch","קטגוריה:Hapoel Songs in Foreign Languages","https://wiki.red-fans.com/index.php?title=Ksche_At_Ola_La_Migrasch","https://www.youtube.com/watch?v=Pg5FgB9dM7Q"
"Kulam Beteruf","קטגוריה:Hapoel Songs in Foreign Languages","https://wiki.red-fans.com/index.php?title=Kulam_Beteruf","https://www.youtube.com/watch?v=iazcHFBRF_U"
"Miyom Schenoladeti Rak Davar Ehad","קטגוריה:Hapoel Songs in Foreign Languages","https://wiki.red-fans.com/index.php?title=Miyom_Schenoladeti_Rak_Davar_Ehad","https://www.youtube.com/watch?v=q_rzt1KmCvg"
"Miyom Schenoladeti Rak Davar Ehad","קטגוריה:Hapoel Songs in Foreign Languages","https://wiki.red-fans.com/index.php?title=Miyom_Schenoladeti_Rak_Davar_Ehad","https://www.youtube.com/watch?v=MqHkuHy39eA"
"Ohev Otach Hapoel","קטגוריה:Hapoel Songs in Foreign Languages","https://wiki.red-fans.com/index.php?title=Ohev_Otach_Hapoel","https://www.youtube.com/watch?v=gSrki4dh7pw"
"Rak Otach Tamid Nohaw","קטגוריה:Hapoel Songs in Foreign Languages","https://wiki.red-fans.com/index.php?title=Rak_Otach_Tamid_Nohaw","https://www.youtube.com/watch?v=6LNTq8Xi7eQ"
"Schaar Hamesch Lehitorer","קטגוריה:Hapoel Songs in Foreign Languages","https://wiki.red-fans.com/index.php?title=Schaar_Hamesch_Lehitorer","https://www.youtube.com/watch?v=rb-c_LDxlks"
"Tiru Hapoel Hine Ma Sche Sikamnu","קטגוריה:Hapoel Songs in Foreign Languages","https://wiki.red-fans.com/index.php?title=Tiru_Hapoel_Hine_Ma_Sche_Sikamnu","https://www.youtube.com/watch?v=hywHU5dPdVg"
"Tiru Hapoel Hine Ma Sche Sikamnu","קטגוריה:Hapoel Songs in Foreign Languages","https://wiki.red-fans.com/index.php?title=Tiru_Hapoel_Hine_Ma_Sche_Sikamnu","https://www.youtube.com/watch?v=W9JsiXD_cXY"
"Tiru Hapoel Hine Ma Sche Sikamnu","קטגוריה:Hapoel Songs in Foreign Languages","https://wiki.red-fans.com/index.php?title=Tiru_Hapoel_Hine_Ma_Sche_Sikamnu","https://www.youtube.com/watch?v=1Mznnz-HvfE"
"Yalla Hapoel","קטגוריה:Hapoel Songs in Foreign Languages","https://wiki.red-fans.com/index.php?title=Yalla_Hapoel",""
"16 מלאו לנער-ביברס נאתכו","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=16_%D7%9E%D7%9C%D7%90%D7%95_%D7%9C%D7%A0%D7%A2%D7%A8-%D7%91%D7%99%D7%91%D7%A8%D7%A1_%D7%A0%D7%90%D7%AA%D7%9B%D7%95","https://www.youtube.com/watch?v=Nqnji8-oLFk"
"Bella Ciao - יניב מזרחי","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=Bella_Ciao_-_%D7%99%D7%A0%D7%99%D7%91_%D7%9E%D7%96%D7%A8%D7%97%D7%99","https://www.youtube.com/watch?v=uT-axQy92jY"
"Big big world - גיא צרפתי, ליאור ליובין","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=Big_big_world_-_%D7%92%D7%99%D7%90_%D7%A6%D7%A8%D7%A4%D7%AA%D7%99%2C_%D7%9C%D7%99%D7%90%D7%95%D7%A8_%D7%9C%D7%99%D7%95%D7%91%D7%99%D7%9F","https://www.youtube.com/watch?v=O6iBzQXOjPw"
"Call Me-יורגן קולין","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=Call_Me-%D7%99%D7%95%D7%A8%D7%92%D7%9F_%D7%A7%D7%95%D7%9C%D7%99%D7%9F","https://www.youtube.com/watch?v=y6QBaZHltJw"
"Creep - Radiohead - דניאל דה רידר","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=Creep_-_Radiohead_-_%D7%93%D7%A0%D7%99%D7%90%D7%9C_%D7%93%D7%94_%D7%A8%D7%99%D7%93%D7%A8","https://www.youtube.com/watch?v=XFkzRNyygfk"
"Creep - Radiohead - דניאל דה רידר","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=Creep_-_Radiohead_-_%D7%93%D7%A0%D7%99%D7%90%D7%9C_%D7%93%D7%94_%D7%A8%D7%99%D7%93%D7%A8","https://www.youtube.com/watch?v=W6MmqmTQEgA"
"Elle etait si jolie-עומר פדידה","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=Elle_etait_si_jolie-%D7%A2%D7%95%D7%9E%D7%A8_%D7%A4%D7%93%D7%99%D7%93%D7%94","https://www.youtube.com/watch?v=FLxAoSnkaw8"
"I'm Mr Lonely-רמזי ספורי","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=I%27m_Mr_Lonely-%D7%A8%D7%9E%D7%96%D7%99_%D7%A1%D7%A4%D7%95%D7%A8%D7%99","https://www.youtube.com/watch?v=kGhjOPeOMmE"
"Let the sunshine in - אבי כנפו, אורי שלף","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=Let_the_sunshine_in_-_%D7%90%D7%91%D7%99_%D7%9B%D7%A0%D7%A4%D7%95%2C_%D7%90%D7%95%D7%A8%D7%99_%D7%A9%D7%9C%D7%A3","https://www.youtube.com/watch?v=fhNrqc6yvTU"
"Rivers of Babylon","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=Rivers_of_Babylon","https://www.youtube.com/watch?v=Nm1g8FFRArc"
"South Africa-ישראל זגורי","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=South_Africa-%D7%99%D7%A9%D7%A8%D7%90%D7%9C_%D7%96%D7%92%D7%95%D7%A8%D7%99","https://www.youtube.com/watch?v=BgyJY9yndv4"
"Speedy Gonzales - גיל מוסינזון, שימון גרשון, ערן יצחק","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=Speedy_Gonzales_-_%D7%92%D7%99%D7%9C_%D7%9E%D7%95%D7%A1%D7%99%D7%A0%D7%96%D7%95%D7%9F%2C_%D7%A9%D7%99%D7%9E%D7%95%D7%9F_%D7%92%D7%A8%D7%A9%D7%95%D7%9F%2C_%D7%A2%D7%A8%D7%9F_%D7%99%D7%A6%D7%97%D7%A7","https://www.youtube.com/watch?v=JIFgouHdlro"
"Speedy Gonzales - גיל מוסינזון, שימון גרשון, ערן יצחק","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=Speedy_Gonzales_-_%D7%92%D7%99%D7%9C_%D7%9E%D7%95%D7%A1%D7%99%D7%A0%D7%96%D7%95%D7%9F%2C_%D7%A9%D7%99%D7%9E%D7%95%D7%9F_%D7%92%D7%A8%D7%A9%D7%95%D7%9F%2C_%D7%A2%D7%A8%D7%9F_%D7%99%D7%A6%D7%97%D7%A7","https://www.youtube.com/watch?v=H-skeT-w3F0"
"Under The Sea-אוראל דגני","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=Under_The_Sea-%D7%90%D7%95%D7%A8%D7%90%D7%9C_%D7%93%D7%92%D7%A0%D7%99","https://www.youtube.com/watch?v=5qOFS-6Zt9E"
"Volare - סלים טועמה","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=Volare_-_%D7%A1%D7%9C%D7%99%D7%9D_%D7%98%D7%95%D7%A2%D7%9E%D7%94","https://www.youtube.com/watch?v=S2j3HzUtTOA"
"Volare - סלים טועמה","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=Volare_-_%D7%A1%D7%9C%D7%99%D7%9D_%D7%98%D7%95%D7%A2%D7%9E%D7%94","https://www.youtube.com/watch?v=Z-DVi0ugelc"
"Volare - סלים טועמה","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=Volare_-_%D7%A1%D7%9C%D7%99%D7%9D_%D7%98%D7%95%D7%A2%D7%9E%D7%94","https://www.youtube.com/watch?v=A3btxIaIcPA"
"אגדת השמש והירח - וינסנט אניימה","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%90%D7%92%D7%93%D7%AA_%D7%94%D7%A9%D7%9E%D7%A9_%D7%95%D7%94%D7%99%D7%A8%D7%97_-_%D7%95%D7%99%D7%A0%D7%A1%D7%A0%D7%98_%D7%90%D7%A0%D7%99%D7%99%D7%9E%D7%94","https://www.youtube.com/watch?v=I7HZYZH8ai4"
"אגדת השמש והירח - וינסנט אניימה","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%90%D7%92%D7%93%D7%AA_%D7%94%D7%A9%D7%9E%D7%A9_%D7%95%D7%94%D7%99%D7%A8%D7%97_-_%D7%95%D7%99%D7%A0%D7%A1%D7%A0%D7%98_%D7%90%D7%A0%D7%99%D7%99%D7%9E%D7%94","https://www.youtube.com/watch?v=EbZrvEKJGH0"
"אגדת השמש והירח - וינסנט אניימה","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%90%D7%92%D7%93%D7%AA_%D7%94%D7%A9%D7%9E%D7%A9_%D7%95%D7%94%D7%99%D7%A8%D7%97_-_%D7%95%D7%99%D7%A0%D7%A1%D7%A0%D7%98_%D7%90%D7%A0%D7%99%D7%99%D7%9E%D7%94","https://www.youtube.com/watch?v=V-5bNGzFhfY"
"אולה אולה אולה - גל שיש","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%90%D7%95%D7%9C%D7%94_%D7%90%D7%95%D7%9C%D7%94_%D7%90%D7%95%D7%9C%D7%94_-_%D7%92%D7%9C_%D7%A9%D7%99%D7%A9","https://www.youtube.com/watch?v=c-2YJKZbhdw"
"אלייך - ביוואן פרנסמן","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%90%D7%9C%D7%99%D7%99%D7%9A_-_%D7%91%D7%99%D7%95%D7%95%D7%90%D7%9F_%D7%A4%D7%A8%D7%A0%D7%A1%D7%9E%D7%9F","https://www.youtube.com/watch?v=XS2NFKc856k"
"אמריקה - עומרי קנדה","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%90%D7%9E%D7%A8%D7%99%D7%A7%D7%94_-_%D7%A2%D7%95%D7%9E%D7%A8%D7%99_%D7%A7%D7%A0%D7%93%D7%94","https://www.youtube.com/watch?v=YhiepQ5WLhI"
"אמריקה - עומרי קנדה","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%90%D7%9E%D7%A8%D7%99%D7%A7%D7%94_-_%D7%A2%D7%95%D7%9E%D7%A8%D7%99_%D7%A7%D7%A0%D7%93%D7%94","https://www.youtube.com/watch?v=2yMp2iWXEhc"
"אמריקה - עומרי קנדה","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%90%D7%9E%D7%A8%D7%99%D7%A7%D7%94_-_%D7%A2%D7%95%D7%9E%D7%A8%D7%99_%D7%A7%D7%A0%D7%93%D7%94","https://www.youtube.com/watch?v=kxT9ia18PrA"
"אני שוב מתאהב- איליה יבוריאן, ניר גלאון, נייט רובינסון","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%90%D7%A0%D7%99_%D7%A9%D7%95%D7%91_%D7%9E%D7%AA%D7%90%D7%94%D7%91-_%D7%90%D7%99%D7%9C%D7%99%D7%94_%D7%99%D7%91%D7%95%D7%A8%D7%99%D7%90%D7%9F%2C_%D7%A0%D7%99%D7%A8_%D7%92%D7%9C%D7%90%D7%95%D7%9F%2C_%D7%A0%D7%99%D7%99%D7%98_%D7%A8%D7%95%D7%91%D7%99%D7%A0%D7%A1%D7%95%D7%9F","https://www.youtube.com/watch?v=qoGurrdtz6Q"
"אני שוב מתאהב- איליה יבוריאן, ניר גלאון, נייט רובינסון","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%90%D7%A0%D7%99_%D7%A9%D7%95%D7%91_%D7%9E%D7%AA%D7%90%D7%94%D7%91-_%D7%90%D7%99%D7%9C%D7%99%D7%94_%D7%99%D7%91%D7%95%D7%A8%D7%99%D7%90%D7%9F%2C_%D7%A0%D7%99%D7%A8_%D7%92%D7%9C%D7%90%D7%95%D7%9F%2C_%D7%A0%D7%99%D7%99%D7%98_%D7%A8%D7%95%D7%91%D7%99%D7%A0%D7%A1%D7%95%D7%9F","https://www.youtube.com/watch?v=t3yBCXnW728"
"אף פעם לא תדעי - דני בונדר","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%90%D7%A3_%D7%A4%D7%A2%D7%9D_%D7%9C%D7%90_%D7%AA%D7%93%D7%A2%D7%99_-_%D7%93%D7%A0%D7%99_%D7%91%D7%95%D7%A0%D7%93%D7%A8","https://www.youtube.com/watch?v=bJuyjgA_gvI"
"בא הביתה - אלין טופוזאקוב","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%91%D7%90_%D7%94%D7%91%D7%99%D7%AA%D7%94_-_%D7%90%D7%9C%D7%99%D7%9F_%D7%98%D7%95%D7%A4%D7%95%D7%96%D7%90%D7%A7%D7%95%D7%91","https://www.youtube.com/watch?v=PIseipEXTA0"
"בא הביתה - אלין טופוזאקוב","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%91%D7%90_%D7%94%D7%91%D7%99%D7%AA%D7%94_-_%D7%90%D7%9C%D7%99%D7%9F_%D7%98%D7%95%D7%A4%D7%95%D7%96%D7%90%D7%A7%D7%95%D7%91","https://www.youtube.com/watch?v=m8PlYd8rLXI"
"בית חם-רן יצחק","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%91%D7%99%D7%AA_%D7%97%D7%9D-%D7%A8%D7%9F_%D7%99%D7%A6%D7%97%D7%A7","https://www.youtube.com/watch?v=qTfXh8-hEzE"
"במדינת הגמדים - מהראן לאלה","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%91%D7%9E%D7%93%D7%99%D7%A0%D7%AA_%D7%94%D7%92%D7%9E%D7%93%D7%99%D7%9D_-_%D7%9E%D7%94%D7%A8%D7%90%D7%9F_%D7%9C%D7%90%D7%9C%D7%94","https://www.youtube.com/watch?v=8MHaLysJSko"
"ברבאבא - ישראל כהן, ישראל שיינפלד, רועי גופר","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%91%D7%A8%D7%91%D7%90%D7%91%D7%90_-_%D7%99%D7%A9%D7%A8%D7%90%D7%9C_%D7%9B%D7%94%D7%9F%2C_%D7%99%D7%A9%D7%A8%D7%90%D7%9C_%D7%A9%D7%99%D7%99%D7%A0%D7%A4%D7%9C%D7%93%2C_%D7%A8%D7%95%D7%A2%D7%99_%D7%92%D7%95%D7%A4%D7%A8","https://www.youtube.com/watch?v=C3WjRiJyhIo"
"גולני שלי - אייל בן עמי, גלעד שמחוני","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%92%D7%95%D7%9C%D7%A0%D7%99_%D7%A9%D7%9C%D7%99_-_%D7%90%D7%99%D7%99%D7%9C_%D7%91%D7%9F_%D7%A2%D7%9E%D7%99%2C_%D7%92%D7%9C%D7%A2%D7%93_%D7%A9%D7%9E%D7%97%D7%95%D7%A0%D7%99","https://www.youtube.com/watch?v=mdeHYlfnd_g"
"גן השקמים - בן סהר","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%92%D7%9F_%D7%94%D7%A9%D7%A7%D7%9E%D7%99%D7%9D_-_%D7%91%D7%9F_%D7%A1%D7%94%D7%A8","https://www.youtube.com/watch?v=EY1vvILEHvM"
"דיווה - זוראב מנטשאשווילי","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%93%D7%99%D7%95%D7%95%D7%94_-_%D7%96%D7%95%D7%A8%D7%90%D7%91_%D7%9E%D7%A0%D7%98%D7%A9%D7%90%D7%A9%D7%95%D7%95%D7%99%D7%9C%D7%99","https://www.youtube.com/watch?v=pdZi84F-Fsk"
"דנבר הדינוזאור האחרון-ברנקו איליץ","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%93%D7%A0%D7%91%D7%A8_%D7%94%D7%93%D7%99%D7%A0%D7%95%D7%96%D7%90%D7%95%D7%A8_%D7%94%D7%90%D7%97%D7%A8%D7%95%D7%9F-%D7%91%D7%A8%D7%A0%D7%A7%D7%95_%D7%90%D7%99%D7%9C%D7%99%D7%A5","https://www.youtube.com/watch?v=TQk8vbwccBQ"
"דני שובבני - דניס אונישנקו, דני שוחט","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%93%D7%A0%D7%99_%D7%A9%D7%95%D7%91%D7%91%D7%A0%D7%99_-_%D7%93%D7%A0%D7%99%D7%A1_%D7%90%D7%95%D7%A0%D7%99%D7%A9%D7%A0%D7%A7%D7%95%2C_%D7%93%D7%A0%D7%99_%D7%A9%D7%95%D7%97%D7%98","https://www.youtube.com/watch?v=hQGct8owqkk"
"הבל החן שקר היופי - איתי שכטר","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%94%D7%91%D7%9C_%D7%94%D7%97%D7%9F_%D7%A9%D7%A7%D7%A8_%D7%94%D7%99%D7%95%D7%A4%D7%99_-_%D7%90%D7%99%D7%AA%D7%99_%D7%A9%D7%9B%D7%98%D7%A8","https://www.youtube.com/watch?v=a8yZcvoTYEE"
"הבל החן שקר היופי - איתי שכטר","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%94%D7%91%D7%9C_%D7%94%D7%97%D7%9F_%D7%A9%D7%A7%D7%A8_%D7%94%D7%99%D7%95%D7%A4%D7%99_-_%D7%90%D7%99%D7%AA%D7%99_%D7%A9%D7%9B%D7%98%D7%A8","https://www.youtube.com/watch?v=WjTZdLd9CTM"
"הופה היי - אפולה אדל","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%94%D7%95%D7%A4%D7%94_%D7%94%D7%99%D7%99_-_%D7%90%D7%A4%D7%95%D7%9C%D7%94_%D7%90%D7%93%D7%9C","https://www.youtube.com/watch?v=xsj07hPV9Cg"
"הקולות של פיראוס - לוסיאנו דה ברונו","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%94%D7%A7%D7%95%D7%9C%D7%95%D7%AA_%D7%A9%D7%9C_%D7%A4%D7%99%D7%A8%D7%90%D7%95%D7%A1_-_%D7%9C%D7%95%D7%A1%D7%99%D7%90%D7%A0%D7%95_%D7%93%D7%94_%D7%91%D7%A8%D7%95%D7%A0%D7%95","https://www.youtube.com/watch?v=frzBJLmRbj0"
"השפן הקטן-לוקאש סאשה","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%94%D7%A9%D7%A4%D7%9F_%D7%94%D7%A7%D7%98%D7%9F-%D7%9C%D7%95%D7%A7%D7%90%D7%A9_%D7%A1%D7%90%D7%A9%D7%94","https://www.youtube.com/watch?v=7cWW7_bBmbU"
"התחלה חדשה - מיכאל זנדברג","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%94%D7%AA%D7%97%D7%9C%D7%94_%D7%97%D7%93%D7%A9%D7%94_-_%D7%9E%D7%99%D7%9B%D7%90%D7%9C_%D7%96%D7%A0%D7%93%D7%91%D7%A8%D7%92","https://www.youtube.com/watch?v=S3UwjpGWHmE"
"התחלה חדשה - מיכאל זנדברג","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%94%D7%AA%D7%97%D7%9C%D7%94_%D7%97%D7%93%D7%A9%D7%94_-_%D7%9E%D7%99%D7%9B%D7%90%D7%9C_%D7%96%D7%A0%D7%93%D7%91%D7%A8%D7%92","https://www.youtube.com/watch?v=Bq4Xwq0V5AQ"
"חלומות - פאביו ג'וניור","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%97%D7%9C%D7%95%D7%9E%D7%95%D7%AA_-_%D7%A4%D7%90%D7%91%D7%99%D7%95_%D7%92%27%D7%95%D7%A0%D7%99%D7%95%D7%A8","https://www.youtube.com/watch?v=ofa-ehYZbwQ"
"חלומות - פאביו ג'וניור","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%97%D7%9C%D7%95%D7%9E%D7%95%D7%AA_-_%D7%A4%D7%90%D7%91%D7%99%D7%95_%D7%92%27%D7%95%D7%A0%D7%99%D7%95%D7%A8","https://www.youtube.com/watch?v=Y2HHAhQy6fU"
"ככה וככה - מזואה אנסומבו","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%9B%D7%9B%D7%94_%D7%95%D7%9B%D7%9B%D7%94_-_%D7%9E%D7%96%D7%95%D7%90%D7%94_%D7%90%D7%A0%D7%A1%D7%95%D7%9E%D7%91%D7%95","https://www.youtube.com/watch?v=pu_K7ALK7Ok"
"כפיים-ריף מסיקה","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%9B%D7%A4%D7%99%D7%99%D7%9D-%D7%A8%D7%99%D7%A3_%D7%9E%D7%A1%D7%99%D7%A7%D7%94","https://www.youtube.com/watch?v=sFdSCsTkU1s"
"כשאת בוכה את לא יפה - אליניב ברדה","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%9B%D7%A9%D7%90%D7%AA_%D7%91%D7%95%D7%9B%D7%94_%D7%90%D7%AA_%D7%9C%D7%90_%D7%99%D7%A4%D7%94_-_%D7%90%D7%9C%D7%99%D7%A0%D7%99%D7%91_%D7%91%D7%A8%D7%93%D7%94","https://www.youtube.com/watch?v=Rd9uHs0zTLc"
"כשאת בוכה את לא יפה - אליניב ברדה","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%9B%D7%A9%D7%90%D7%AA_%D7%91%D7%95%D7%9B%D7%94_%D7%90%D7%AA_%D7%9C%D7%90_%D7%99%D7%A4%D7%94_-_%D7%90%D7%9C%D7%99%D7%A0%D7%99%D7%91_%D7%91%D7%A8%D7%93%D7%94","https://www.youtube.com/watch?v=1tDbPqWL0tI"
"מאמי - אבי אזולאי, יואב בר, יניב גרין","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%9E%D7%90%D7%9E%D7%99_-_%D7%90%D7%91%D7%99_%D7%90%D7%96%D7%95%D7%9C%D7%90%D7%99%2C_%D7%99%D7%95%D7%90%D7%91_%D7%91%D7%A8%2C_%D7%99%D7%A0%D7%99%D7%91_%D7%92%D7%A8%D7%99%D7%9F","https://www.youtube.com/watch?v=CEmyYYhM1Tk"
"מונו - ויקטור מרעי","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%9E%D7%95%D7%A0%D7%95_-_%D7%95%D7%99%D7%A7%D7%98%D7%95%D7%A8_%D7%9E%D7%A8%D7%A2%D7%99","https://www.youtube.com/watch?v=v-TvQaCz_tU"
"מעלה מעלה - עמאר מנצור, אליעזר כהן","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%9E%D7%A2%D7%9C%D7%94_%D7%9E%D7%A2%D7%9C%D7%94_-_%D7%A2%D7%9E%D7%90%D7%A8_%D7%9E%D7%A0%D7%A6%D7%95%D7%A8%2C_%D7%90%D7%9C%D7%99%D7%A2%D7%96%D7%A8_%D7%9B%D7%94%D7%9F","https://www.youtube.com/watch?v=gt9S2Whvqio"
"סיגל-דני עמוס","קטגוריה:שירי שחקנים","https://wiki.red-fans.com/index.php?title=%D7%A1%D7%99%D7%92%D7%9C-%D7%93%D7%A0%D7%99_%D7%A2%D7%9E%D7%95%D7%A1","https://www.youtube.com/watch?v=yn8Q6PLWQQs"
